教学信息服务平台（HUB系统）,http://hub.hust.edu.cn
教学成果(更新中）,http://www.hust.edu.cn
教务处,http://jwc.hust.edu.cn/
教师教学发展中心,http://cfd.hust.edu.cn/
教代会电子提案系统,http://202.114.18.197/
建筑与城市规划学院,http://aup.hust.edu.cn/
纪委办公室、监察处,http://jwjc.hust.edu.cn/
计算机科学与技术学院,http://www.cs.hust.edu.cn/
计划生育研究所,http://jss.hust.edu.cn
集群与网格计算湖北省重点实验室,http://grid.hust.edu.cn/
激光技术国家重点实验室,http://www.laserlab.hust.edu.cn/
基础医学院,http://jcyxy.tjmu.edu.cn/
基本物理量测量教育部重点实验室,http://ggg.hust.edu.cn/
机械科学与工程学院,http://mse.hust.edu.cn/
机关党委,http://jgdw.hust.edu.cn
环境科学与工程学院,http://ese.hust.edu.cn/
化学与化工学院,http://chem.hust.edu.cn/
华中科技大学校友总会,http://xyh.hust.edu.cn
华中科技大学校友社区,http://sns.hust.edu.cn
华中科技大学温州先进制造技术研究院,http://www.wzhust.com/
华中科技大学留学生办公室,http://iso.hust.edu.cn
华中科技大学教育发展基金会,http://edf.hust.edu.cn
华中大在线,http://www.hustonline.net/
华中大新闻网,http://news.hustonline.net
护理学院,http://huli.tjmu.edu.cn/
后勤集团,http://hq.hust.edu.cn/
国际教育学院,http://sie.hust.edu.cn/
国际交流处,http://iec.hust.edu.cn/
光子与光电子学会议(Photonics and OptoElectronics Meetings),http://poem.wnlo.cn/
光学与电子信息学院,http://oei.hust.edu.cn
管理学院,http://cm.hust.edu.cn/
公共卫生学院,http://gwxy.tjmu.edu.cn/
工程科学学院（国际化示范学院）,http://ses.hust.edu.cn/
附属中学,http://fz.hust.edu.cn/
附属幼儿园,http://hzdy.hust.edu.cn/
附属协和医院,http://www.whuh.com/
附属小学,http://fx.hust.edu.cn/
附属同济医院,http://www.tjh.com.cn/
附属梨园医院,http://www.liyuanhospital.com/
服务计算技术与系统教育部重点实验室,http://grid.hust.edu.cn/
房产管理处、住房制度改革办公室,http://fdc.hust.edu.cn/
法医学系,http://fayixi.tjmu.edu.cn/
东莞华中科技大学制造工程研究院,http://www.dhmeri.com/
电子邮件系统,http://mail.hust.edu.cn
电子信息与通信学院,http://ei.hust.edu.cn/
电气与电子工程学院,http://seee.hust.edu.cn/
第一临床学院,http://www.whuh.com/
第十六届IEEE计算机支持的协同设计国际学术会议（IEEE CSCWD 2012）,http://cscwd2012.hust.edu.cn
第三临床学院,http://www.liyuanhospital.com/
第三届产品开发与可靠性进展国际学术会议,http://pdr2012.hust.edu.cn
第二临床学院,http://www.tjh.com.cn/
党委老干部工作部、离退休工作处,http://ltxc.hust.edu.cn/
党委办公室,http://office.hust.edu.cn/
党的建设,http://dqlh.hust.edu.cn/
档案馆,http://ar.hust.edu.cn/
大学生就业信息网 ,http://job.hust.edu.cn
大学生发展研究与指导中心心灵之约,http://xlzx.hust.edu.cn
大型仪器设备共享平台,http://leao1.hust.edu.cn/
创新研究院,http://ii.hust.edu.cn/
创新创业华中大,http://cxcy.hust.edu.cn
船舶与海洋工程学院,http://ch.hust.edu.cn/
出国留学培训服务中心,http://hosts.hust.edu.cn/
产业集团,http://www.hustgroup.com/
采购与招标中心,http://cgzx.hust.edu.cn/
财务处,http://fiscal.hust.edu.cn/
材料科学与工程学院,http://mat.hust.edu.cn/
材料成形与模具技术国家重点实验室,http://pfsdt.hust.edu.cn/
博士后流动站,http://postdoctor.hust.edu.cn/
本科生招生,http://zsb.hust.edu.cn/
本科生就业,http://job.hust.edu.cn/
保卫部（处）,http://guard.hust.edu.cn/
保密工作,http://bmb.hust.edu.cn/
白云黄鹤,http://bbs.whnet.edu.cn/
